index,rname,fcategory,Rating,lat,long,address,city,phone
135,Nuit Social,Cocktail Bars,4.5,43.64303,-79.42542,1168 Queen Street W,Toronto,+1 647-350-6848
201,Cactus Club Cafe,Cocktail Bars,4,43.6493899,-79.38214,77 Adelaide Street W,Toronto,+1 647-748-2025
216,Mother Tongue,Cocktail Bars,4,43.64739,-79.39327,348 Adelaide Street W,Toronto,+1 647-243-5858
290,East Thirty-Six,Cocktail Bars,4,43.6484529,-79.3750706,36 Wellington Street E,Toronto,+1 647-350-3636
325,LOUIX LOUIS,Cocktail Bars,3.5,43.64987,-79.3803,325 Bay Street,Toronto,+1 416-637-5550
422,Pray Tell,Cocktail Bars,4,43.65452,-79.42307,838 College Street,Toronto,+1 647-340-7729
456,Bonafide,Cocktail Bars,4.5,43.65413205,-79.40151695,209 Augusta Avenue,Toronto,+1 647-352-1899
459,Drake One Fifty,Cocktail Bars,3.5,43.6493542,-79.3846843,150 York Street,Toronto,+1 416-363-6150
473,Reverie at The Park,Cocktail Bars,4.5,43.65515,-79.41274,569 College Street,Toronto,+1 416-533-8841
475,Founder,Cocktail Bars,4.5,43.6496799,-79.42543,1282 Dundas St. W,Toronto,+1 647-348-1282
487,Pastiche,Cocktail Bars,5,43.64555,-79.4191,59 Ossington Ave,Toronto,+1 647-508-5959
544,The Rustic Social House,Cocktail Bars,4,43.63004626,-79.47659806,2083 Lake Shore Blvd W,Toronto,+1 416-251-5100
583,Cactus Club Cafe,Cocktail Bars,4,43.61294394,-79.55994031,25 The West Mall,Toronto,+1 416-621-0203
611,Baro,Cocktail Bars,3.5,43.644906,-79.39694,485 King Street W,Toronto,+1 416-363-8388
751,Miss Things,Cocktail Bars,3.5,43.6414601,-79.431879,1279 Queen Street W,Toronto,+1 416-516-8677
766,Upper Deck Bar,Cocktail Bars,3.5,43.62367663,-79.38137019,Toronto Island Marina,Centre Island,+1 416-203-1055
810,Mother Cocktail Bar,Cocktail Bars,5,43.64524,-79.41435,874 Queen Street W,Toronto,+1 416-537-1928
869,Pretty Ugly,Cocktail Bars,4.5,43.64168889,-79.43034869,1237 Queen Street W,Toronto,
906,The Gaslight,Cocktail Bars,4.5,43.65742,-79.44806,1426 Bloor Street W,Toronto,+1 647-402-9728
913,The Wickson Social,Cocktail Bars,4,43.66584,-79.38539,5 St Joseph Street,Toronto,+1 647-748-1501
925,Bluestone Lane,Coffee & Tea,4.5,43.649494,-79.3758365,37 King Street E,Toronto,+1 718-374-6858
980,Baddies,Coffee & Tea,4,43.65880079,-79.44266841,679 Lansdowne Avenue,Toronto,
736,Esto Es Colombia,Colombian,5,43.70662871,-79.45330723,2848 Dufferin Street,Toronto,
856,Los Arrieros,Colombian,4,43.65583,-79.48736,276 Jane Street,Toronto,+1 416-761-1600
261,The Ace,Comfort Food,4,43.64613,-79.44865,231A Roncesvalles Avenue,Toronto,+1 416-792-7729
285,King Rustic,Comfort Food,4,43.64180195,-79.41211604,905 King Street W,Toronto,+1 416-792-5910
471,Cabano's Comfort Food,Comfort Food,4.5,43.66767,-79.38642,75 Saint Nicholas Street,Toronto,
844,Bobbie Sue's Mac & Cheese,Comfort Food,4,43.6478899,-79.42041,162 Ossington Avenue,Toronto,+1 647-352-2762
901,Leslie Jones,Comfort Food,4,43.6628904,-79.3318366,1182 Queen Street E,Toronto,+1 416-463-5663
914,Hunters Landing Bar Grill Hub Restaurant,Comfort Food,3.5,43.64002,-79.39673,82 Fort York Blvd,Toronto,+1 647-352-6082
836,The Chef Upstairs,Cooking Schools,4,43.70188,-79.38782,516 Mt Pleasant Rd,Toronto,+1 416-544-9221
337,La Cubana,Cuban,4,43.6462083,-79.419674,92 Ossington Avenue,Toronto,+1 416-537-0134
567,La Cubana,Cuban,3.5,43.65087,-79.45106,392 Roncesvalles Avenue,Toronto,+1 416-538-7500
616,La Cubana,Cuban,4,43.66904,-79.33715,1030 Gerrard St E,Toronto,+1 647-350-5355
625,Prague Restaurant,Czech,3.5,43.7543409,-79.2160007,450 Scarborough Golf Club Road,Toronto,+1 416-289-0283
554,Nest,Dance Clubs,3,43.6564373,-79.4071046,423 College Street,Toronto,+1 416-792-9488
32,Craque de Creme,Desserts,4,43.67982,-79.41723,1360 Bathurst Street,Toronto,+1 647-699-8233
35,Tasty Tours,Desserts,4.5,43.6547007,-79.4009335,"Toronto, ON M5T 1L8",Toronto,+1 416-871-7133
305,The Cheesecake Factory,Desserts,3,43.72658305,-79.45348468,3401 Dufferin Street,North York,+1 416-781-4477
385,Borrel,Desserts,3.5,43.68206585,-79.3290363,1333 Danforth Avenue,Toronto,+1 647-349-5722
413,Fuwa Fuwa Japanese Pancakes,Desserts,4,43.66595128,-79.40787647,408 Bloor Street W,Toronto,+1 647-618-2868
621,Bang Bang Ice Cream and Bakery,Desserts,4,43.6462863,-79.4194744,93a Ossington Avenue,Toronto,+1 647-348-1900
670,Tsujiri,Desserts,4,43.76428565,-79.41155512,4909 Yonge Street,Toronto,+1 647-341-6622
683,Snow Time,Desserts,4,43.80626074,-79.28928206,3290 Midland Avenue,Toronto,+1 647-560-6417
986,Qoola,Desserts,4,43.7741348,-79.5036081,4700 Keele Street,Toronto,+1 416-661-6652
67,Juicy Dumpling,Dim Sum,4,43.65272508,-79.39863659,280 Spadina Ave,Toronto,+1 647-352-5678
133,Pearl Harbourfront Chinese Cuisine,Dim Sum,3.5,43.63877,-79.3806,207 Queens Quay W,Toronto,+1 416-203-1233
275,Lee Chen Asian Bistro,Dim Sum,4,43.64736906,-79.38676279,214 King Street W,Toronto,+1 416-519-8688
436,Lee Chen Asian Bistro,Dim Sum,3.5,43.672372,-79.387436,813 Yonge Street,Toronto,+1 416-901-8869
626,Rol San,Dim Sum,3,43.6543528,-79.39831339,323 Spadina Avenue,Toronto,+1 416-977-1128
678,Lai Wah Heen,Dim Sum,3.5,43.6546713,-79.386172,108 Chestnut Street,Toronto,+1 416-977-9899
728,Wonton Kitchen,Dim Sum,4,43.66564,-79.3867,29 B St Joseph Street,Toronto,+1 416-964-9999
770,Crown Princess Fine Dining,Dim Sum,3.5,43.66615,-79.38737,1033 Bay Street,Toronto,+1 416-923-8784
778,Kwan,Dim Sum,3,43.68889336,-79.39434116,1496 Yonge Street,Toronto,+1 416-901-6618
827,Dumpling House,Dim Sum,3.5,43.6656887,-79.351097,619 Gerrard Street E,Toronto,+1 416-901-0288
842,Shanghai Shikumen Fine Cuisine,Dim Sum,3.5,43.65279519,-79.39902597,530 Dundas Street W,Toronto,+1 647-344-7997
404,Rosedale Diner,Diners,3.5,43.68036,-79.3912299,1164 Yonge Street,Toronto,+1 416-923-3122
703,Scollard Variety & Deli,Diners,4.5,43.6716977,-79.3921869,105 Scollard Street,Toronto,+1 416-964-9326
891,UFO Restaurant,Diners,4,43.64391,-79.40889,241 Niagara St,Toronto,+1 416-703-0888
17,Wide Open,Dive Bars,3.5,43.64759,-79.39556,139A Spadina Avenue,Toronto,
605,Lucky Shrike,Dive Bars,4.5,43.65171,-79.41034,850 Dundas Street,Toronto,+1 416-815-7777
444,Maha's,Egyptian,4,43.67167,-79.32853,226 Greenwood Avenue,Toronto,+1 416-462-2703
798,Papyrus,Egyptian,4.5,43.67709,-79.35324,337 Danforth Avenue,Toronto,+1 647-352-3878
389,Lucy Ethiopian Kitchen,Ethiopian,4.5,43.6841128,-79.3207142,1690 Danforth Avenue,Toronto,+1 416-406-0534
452,King Solomon and Queen of Sheba,Ethiopian,4.5,43.65580582,-79.36393652,360 Queen Street E,Toronto,+1 416-368-9002
492,Flavours Of Sheba,Ethiopian,4.5,43.67703,-79.44849,1310 St Clair Avenue W,Toronto,+1 416-792-1449
576,Selam Vegan,Ethiopian,5,43.6627952,-79.4227388,812B Bloor Street W,Toronto,+1 647-344-7225
689,Selam Restaurant & Lounge,Ethiopian,4,43.66279,-79.42269,812 Bloor Street W,Toronto,+1 416-915-7225
774,Shalom Ethopian Restaurant,Ethiopian,4.5,43.6674999,-79.36904,587 Parliament Street,Toronto,+1 416-964-7271
820,Nunu Ethiopian Fusion,Ethiopian,4,43.64296,-79.4256599,1178 Queen Street W,Toronto,+1 647-351-6868
853,African Palace,Ethiopian,4,43.66107,-79.42895,977 Bloor Street W,Toronto,+1 416-539-0259
374,St Lawrence Market,Farmers Market,4.5,43.6487301,-79.3715409,93-95 Front Street E,Toronto,+1 416-392-7219
356,Chick-fil-A,Fast Food,4,43.66954,-79.3861,709 Yonge St,Toronto,+1 416-475-6002
928,Extra Burger,Fast Food,4.5,43.64928,-79.42753,1357 Dundas Street W,Toronto,
682,Taste of Toronto,Festivals,3.5,43.638832,-79.4003064,250 Fort York Boulevard,Toronto,+1 647-478-9909
48,Tinuno,Filipino,4,43.67114301,-79.3748535,31 Howard Street,Toronto,+1 647-343-9294
150,Islas Filipino BBQ and Bar,Filipino,4.5,43.6393,-79.4446,1690 Queen Street W,Toronto,+1 416-533-0777
176,Lamesa Filipino Kitchen,Filipino,4,43.682297,-79.423948,634 St Clair Avenue W,Toronto,+1 647-343-1110
339,Lamesa Filipino Kitchen,Filipino,4,43.682297,-79.423948,634 St Clair Avenue W,Toronto,+1 647-343-1110
602,Bagnet Bros,Filipino,4,43.7292,-79.43229,3522 Bathurst St,Toronto,+1 416-256-9555
896,Jollibee,Filipino,3.5,43.7732,-79.28111,15 William Kitchen Road,Toronto,+1 647-953-1100
890,Sea Witch Fish and Chips,Fish & Chips,4,43.6822185,-79.4239619,636 Saint Clair Avenue W,Toronto,+1 647-349-4824
123,Assembly Chef's Hall,Food Court,4,43.6503522,-79.3837951,111 Richmond Street W,Toronto,+1 647-557-5993
494,The Annex Food Hall,Food Court,3.5,43.66625614,-79.40650941,384 Bloor Street W,Toronto,
104,Recipieces,Food Delivery Services,4.5,43.65351105,-79.39722443,"Toronto, ON M5T",Toronto,
259,Jatujak,Food Delivery Services,4,43.7360274,-79.3075152,1744 Victoria Park Avenue,Toronto,+1 647-352-1744
484,Athletes Kitchen,Food Delivery Services,5,43.6381851,-79.4177652,171 E Liberty Street,Toronto,+1 416-516-0101
729,Utsav,Food Delivery Services,4,43.67094,-79.39086,69 Yorkville Ave,Toronto,+1 416-961-8349
597,Chopsticks+Forks,Food Tours,5,43.6487,-79.38545,"Toronto, ON",Toronto,+1 888-683-6778
288,Tokyo Hot Fried Chicken,Food Trucks,4,43.64568,-79.39257,365 King St W,Toronto,
28,Maison Selby,French,4,43.67112,-79.37705,592 Sherbourne Street,Toronto,+1 647-943-1676
45,Aloette,French,4.5,43.64851,-79.39584,163 Spadina Avenue,Toronto,+1 416-260-3444
47,Scaramouche Restaurant Pasta Bar & Grill,French,4.5,43.68155,-79.39991,1 Benvenuto Place,Toronto,+1 416-961-8011
96,FK,French,4.5,43.68127,-79.42869,770 St Clair Avenue W,Toronto,+1 416-551-9731
117,Dreyfus,French,4,43.66302,-79.40327,96 Harbord Street,Toronto,+1 416-323-1385
130,Chabrol Restaurant,French,4,43.67115,-79.3918,90 Yorkville Avenue,Toronto,+1 416-428-6641
147,Jacques' Bistro Du Parc,French,4,43.6700941,-79.3920355,126 Cumberland St,Toronto,+1 416-961-1893
158,Auberge du Pommier,French,4,43.7468226,-79.4077734,4150 Yonge Street,Toronto,+1 416-222-2220
168,Le Baratin,French,4.5,43.65007,-79.4351,1600 Dundas Street. W,Toronto,+1 416-534-8800
206,Le Sí©lect Bistro,French,4,43.64378403,-79.39680919,432 Wellington Street W,Toronto,+1 416-596-6405
208,Batifole Restaurant,French,4,43.66678,-79.34733,744 Gerrard Street E,Toronto,+1 416-462-9965
223,Jules Bistro,French,4,43.64808,-79.39556,147 Spadina Avenue,Toronto,+1 416-348-8886
238,La Banane,French,4,43.64904,-79.4203,227 Ossington Avenue,Toronto,+1 416-551-6263
247,Cluny Bistro & Boulangerie,French,3.5,43.6505879,-79.3578962,35 Tank House Lane,Toronto,+1 416-203-2632
295,Le Swan,French,4,43.6452699,-79.4149,892 Queen St W,Toronto,+1 416-536-4440
303,Auberge du Pommier,French,4,43.7468226,-79.4077734,4150 Yonge Street,Toronto,+1 416-222-2220
352,Greta Solomon's,French,4.5,43.66232,-79.33535,1118 Queen Street E,Toronto,+1 647-347-8640
363,La Palette,French,4,43.64797,-79.40098,492 Queen Street W,Toronto,+1 416-929-4900
372,Union,French,4,43.64577,-79.41974,72A Ossington Avenue,Toronto,+1 416-850-0093
377,Avant Gout Restaurant,French,4,43.67864,-79.39045,1108 Yonge Street,Toronto,+1 416-916-3681
393,Jules Bistro,French,4,43.64502,-79.41592,924 Queen Street W,Toronto,+1 416-533-5454
441,Cluny Bistro & Boulangerie,French,3.5,43.6505879,-79.3578962,35 Tank House Lane,Toronto,+1 416-203-2632
480,Faim de Loup,French,5,43.65374,-79.42659,940 College Street,Toronto,+1 416-901-3246
520,Sassafraz,French,3.5,43.6702957,-79.3910686,100 Cumberland Street,Toronto,+1 416-964-2222
590,Bistro Camino,French,4.5,43.68934,-79.29744,2750 Danforth Avenue,Toronto,+1 416-698-0283
785,Lapinou,French,4,43.6444,-79.40155,642 King Street W,Toronto,+1 416-479-4414
887,Cafe CanCan,French,3.5,43.66271534,-79.40348546,89 Harbord Street,Toronto,+1 647-341-3100
993,Le Paradis Brasserie Bistro,French,3.5,43.67506,-79.40025,166 Bedford Road,Toronto,+1 416-921-0995
51,The Oxley,Gastropubs,4,43.6707168,-79.393126,121 Yorkville Avenue,Toronto,+1 647-348-1300
79,Her Father's Cider Bar & Kitchen,Gastropubs,4.5,43.66232,-79.40453,119 Harbord Street,Toronto,+1 647-347-7747
409,The Commoner,Gastropubs,4,43.65191,-79.44797,2067 Dundas Street W,Toronto,+1 647-351-2067
443,Nomads Restobar,Gastropubs,4.5,43.6586977,-79.35014393,701 Queen Street E,Toronto,+1 416-551-1553
727,Morgan's On the Danforth,Gastropubs,4,43.68194,-79.3302284,1282 Danforth Avenue,Toronto,+1 416-461-3020
730,DeSotos Eatery,Gastropubs,4,43.6786263,-79.4396588,1079 St Clair Avenue West,Toronto,+1 416-651-2109
737,Oakwood Hardware Food & Drink,Gastropubs,4,43.68621855,-79.43819859,337 Oakwood Avenue,Toronto,+1 416-658-9898
780,Mill Street Beer Hall,Gastropubs,3,43.65044245,-79.35844275,21 Tank House Lane,Toronto,+1 416-681-0338
975,The Alpine,Gastropubs,4,43.66562,-79.4652,2872 Dundas Street W,Toronto,+1 647-352-5585
160,Otto's Bierhalle,German,4,43.64335,-79.42202,1087 Queen Street W,Toronto,+1 416-901-5472
345,Wvrst,German,4,43.64418555,-79.40101486,609 King Street W,Toronto,+1 416-703-7775
635,Otto's Berlin Dí_ner,German,4,43.6563397,-79.4029066,256 Augusta Avenue,Toronto,+1 647-347-7713
121,Pantheon Restaurant,Greek,4,43.67744,-79.35129,407 Danforth Avenue,Toronto,+1 416-778-1929
182,Mykonos Mediterranean Grill,Greek,4,43.67436,-79.38799,881 Yonge Street,Toronto,+1 416-963-8444
217,Athens Restaurant,Greek,4,43.6789599,-79.34341,707 Danforth Avenue,Toronto,+1 416-465-4441
274,Mezes,Greek,4,43.678004,-79.3502135,456 Danforth Avenue,Toronto,+1 416-778-5150
299,Mamakas Taverna,Greek,4,43.64596,-79.41986,80 Ossington Avenue,Toronto,+1 416-519-5996
600,Anestis Taverna,Greek,4,43.67843,-79.34821,526 Danforth Avenue,Toronto,+1 416-461-1996
644,Palace Restaurant,Greek,4.5,43.67983,-79.34545,722 Pape Avenue,Toronto,+1 416-462-1166
801,Soulas Modern Greek Cuisine,Greek,4,43.67825338,-79.34881959,500 A Danforth Avenue,Toronto,+1 416-778-0500
845,The Greek Grill,Greek,4,43.69357,-79.3501,128 O'Connor Drive,Toronto,+1 416-461-5200
979,Souv Like,Greek,4.5,43.67948,-79.34532,708 Pape Avenue,Toronto,+1 647-349-9420
524,Dí_nerland,Halal,4.5,43.64573344,-79.44869476,217 Roncesvalles Avenue,Toronto,+1 416-546-8066
955,Poke Guys,Hawaiian,4,43.65484,-79.38517,112 Elizabeth Street,Toronto,+1 416-506-7653
141,Tibet Kitchen,Himalayan/Nepalese,4.5,43.640095,-79.439659,1544 Queen Street W,Toronto,+1 416-913-8726
346,Momo Hut & Gardens,Himalayan/Nepalese,4.5,43.6773492,-79.3513541,401 Danforth Avenue,Toronto,+1 416-363-8580
546,Shangrila Tibetan & Asian Cuisine,Himalayan/Nepalese,4,43.63974006,-79.44154386,1600 Queen Street W,Toronto,+1 416-588-1100
826,Little Tibet  Restaurant,Himalayan/Nepalese,4.5,43.6401,-79.438,1449A Queen Street W,Toronto,+1 416-532-9728
918,Loga's Corner,Himalayan/Nepalese,4.5,43.64053,-79.43597,216C Close Avenue,Toronto,+1 647-761-0965
618,Beijing Hot Pot Restaurant,Hot Pot,4,43.7739998,-79.3411815,107 Parkway Forest Drive,Toronto,+1 647-342-2028
661,Liuyishou Hotpot Downtown Toronto,Hot Pot,4,43.65169,-79.39796,254 Spadina Avenue,Toronto,+1 416-777-1682
41,"The Westin Harbour Castle, Toronto",Hotels,3,43.64106679,-79.37620572,1 Harbour Square,Toronto,+1 416-869-1600
52,The Hazelton Hotel,Hotels,4.5,43.6708347,-79.3937136,118 Yorkville Avenue,Toronto,+1 416-963-6300
166,Radisson Admiral Hotel Toronto-Harbourfront,Hotels,3.5,43.63862554,-79.38722494,249 Queen's Quay West,Toronto,+1 416-203-3333
350,The Grand Hotel & Suites,Hotels,4,43.65646,-79.37376,225 Jarvis St,Toronto,+1 416-863-9000
426,Filmores Hotel,Hotels,3,43.65773,-79.37337,212 Dundas St E,Toronto,+1 416-921-2191
427,Hotel Victoria,Hotels,4,43.64813,-79.37778,56 Yonge St,Toronto,+1 416-363-1666
500,The Ritz-Carlton Toronto,Hotels,4,43.64534827,-79.38694417,181 Wellington Street W,Toronto,+1 416-585-2500
518,The Anndore House,Hotels,4.5,43.66858,-79.38537,15 Charles Street E,Toronto,+1 833-745-8370
533,Four Seasons Toronto,Hotels,4.5,43.6718235,-79.38978689,60 Yorkville Avenue,Toronto,+1 416-964-0411
575,Hyatt Regency Toronto,Hotels,3.5,43.6464799,-79.39171,370 King Street West,Toronto,+1 416-343-1234
719,Residence Inn Toronto Downtown/Entertainment District,Hotels,4,43.644767,-79.390728,255 Wellington Street West,Toronto,+1 416-581-1800
765,Marriott Downtown at CF Toronto Eaton Centre,Hotels,4,43.65472844,-79.38242164,525 Bay Street,Toronto,+1 416-597-9200
128,Budapest Restaurant,Hungarian,4.5,43.68097,-79.30996,1959 Gerrard Street E,Toronto,+1 647-347-5047
549,Budapest Restaurant,Hungarian,5,43.69676,-79.44651,1708 Eglinton Avenue W,Toronto,+1 416-551-5881
574,Country Style Hungarian Restaurant,Hungarian,3.5,43.66579,-79.409,450 Bloor Street W,Toronto,+1 416-536-5966
974,Europe Bar & Restaurant,Hungarian,4,43.71817,-79.4297799,3030 Bathurst Street,North York,+1 647-436-9739
5,Park Snacks,Ice Cream & Frozen Yogurt,4,43.6669006,-79.3631592,161 Winchester Street,Toronto,+1 647-668-6787
648,Kekou Gelato,Ice Cream & Frozen Yogurt,4.5,43.64879,-79.39702,394 Queen Street W,Toronto,+1 416-516-0637
230,Aanch Modernistic Indian Cuisine,Indian,4.5,43.64476,-79.39066,259 Wellington St W,Toronto,+1 416-599-0513
334,Naanspot- Modern Indian Cuisine,Indian,4.5,43.65776,-79.4022,310 College Street,Toronto,+1 647-343-6226
488,My Roti Place,Indian,5,43.73146,-79.40411,3334 Yonge Street,Toronto,+1 416-489-7684
496,Thindi,Indian,5,43.65734,-79.38093,335 Yonge Street,Toronto,+1 416-931-6016
511,Matha Roti - East Indian Cuisine,Indian,4.5,43.66209,-79.40613,141 Harbord Street,Toronto,+1 416-966-6955
536,Himalayan Kitchen,Indian,4.5,43.6403,-79.43889,1526 Queen Street W,Toronto,+1 416-536-4138
589,Goa Kitchen,Indian,4,43.768352,-79.386449,2901 Bayview Avenue,Toronto,+1 647-352-1661
697,Lageez,Indian,4.5,43.7108417,-79.2913192,641 Pharmacy Avenue,Toronto,+1 416-285-7999
713,Khau Gully,Indian,4,43.70055,-79.39673,1991 Yonge Street,Toronto,
715,Leela Indian Food Bar,Indian,4,43.66568643,-79.47376393,3108 Dundas Street W,Toronto,+1 416-769-7777
781,Pukka,Indian,4,43.681191,-79.429274,778 St. Clair Avenue W,Toronto,+1 416-342-1906
790,Bukhara Grill,Indian,4,43.6508421,-79.477041,2241A Bloor Street W,Toronto,+1 416-551-5199
821,Cumin Kitchen - Fine Indian Cuisine,Indian,4.5,43.68469,-79.3184,1820 Danforth Avenue,Toronto,+1 647-748-5522
822,Chadani Indian Cuisine,Indian,4.5,43.649,-79.37472,51 Colborne Street,Toronto,+1 647-748-4090
898,Kathmandu Restaurant,Indian,3.5,43.67113,-79.38792,12 Cumberland Street,Toronto,+1 647-345-4214
926,Sher-E-Punjab,Indian,4,43.67713,-79.35299,351 Danforth Avenue,Toronto,+1 416-465-2125
935,Banjara Indian Cuisine,Indian,3.5,43.66315,-79.42188,796 Bloor Street W,Toronto,+1 416-963-9360
942,Indian Roti House,Indian,4,43.6394,-79.38546,256 Queens Quay W,Toronto,+1 416-260-6666
309,Little Sister,Indonesian,3.5,43.7015676,-79.3970751,2031 Yonge Street,Toronto,+1 416-488-2031
449,Galleria Supermarket,International Grocery,4,43.6645899,-79.38475,558 Yonge Street,Toronto,+1 647-925-4200
0,Eataly,Italian,3.5,43.66961542,-79.38879486,55 Bloor Street W,Toronto,+1 437-374-0250
15,Gusto 101,Italian,4,43.64500213,-79.40030934,101 Portland Street,Toronto,+1 416-504-9669
43,Grazie Ristorante,Italian,4,43.70934,-79.39852,2373 Yonge Street,Toronto,+1 416-488-0822
46,Agio,Italian,4.5,43.67599,-79.45066,1351 St Clair Avenue W,Toronto,+1 647-348-4814
50,L'Unita Enoteca,Italian,4.5,43.67431,-79.39668,134 Avenue Road,Toronto,+1 416-964-8686
56,Mangia & Bevi,Italian,4,43.6522239,-79.36630726,260 King Street E,Toronto,+1 416-613-1236
59,Trattoria Nervosa,Italian,4,43.67101,-79.39104,75 Yorkville Avenue,Toronto,+1 416-961-4642
62,Giulietta,Italian,4,43.65353,-79.42764,972 College Street W,Toronto,+1 416-964-0606
70,Osteria Rialto,Italian,4,43.66114,-79.43072,1006 Bloor Street W,Toronto,+1 416-306-8123
72,Nodo Restaurant,Italian,4.5,43.68101106,-79.42979917,794 Saint Clair Avenue W,Toronto,+1 647-748-1559
76,Buca,Italian,4,43.64462,-79.40045,604 King Street W,Toronto,+1 416-865-1600
83,Fieramosca,Italian,4.5,43.66963,-79.39719,36A Prince Arthur Avenue,Toronto,+1 416-323-0636
84,Ristorante Sotto Sotto,Italian,4,43.67374,-79.39646,120 Avenue Road,Toronto,+1 416-962-0011
88,Famiglia Baldassarre,Italian,4.5,43.67052,-79.4350599,122 Geary Avenue,Toronto,+1 647-293-5395
95,Buca Yorkville,Italian,3.5,43.67214,-79.3894,53 Scollard Street,Toronto,+1 416-962-2822
106,Sugo,Italian,4.5,43.65831,-79.44223,1279 Bloor Street  W,Toronto,+1 416-535-1717
111,Nodo Restaurant,Italian,4,43.6653384,-79.46566164,2885 Dundas Street West,Toronto,+1 416-901-1559
122,Don Alfonso 1890,Italian,4,43.65052,-79.37594,19 Toronto Street,Toronto,+1 416-214-5888
156,Piano Piano,Italian,3.5,43.7045,-79.3883,623 Mt Pleasant Road,Toronto,+1 416-483-9789
157,Five Doors North,Italian,4,43.70221527,-79.39761437,2088 Yonge Street,Toronto,+1 416-480-6234
162,Viaggio,Italian,4.5,43.64992753,-79.43902832,1727 Dundas St W,Toronto,+1 416-519-8165
164,Carisma,Italian,4,43.65032,-79.37596,15 Toronto Street,Toronto,+1 416-864-7373
169,Balsamico Ristorante,Italian,4.5,43.70154,-79.39697,2029 Yonge St,Toronto,+1 647-348-0337
174,Blu Ristorante,Italian,4,43.67160781,-79.3884385,17 Yorkville Ave,Toronto,+1 416-921-1471
179,Enoteca Sociale,Italian,4,43.6496799,-79.42567,1288 Dundas St W,Toronto,+1 416-534-1200
185,Gio Rana's Really Really Nice Restaurant,Italian,4,43.66333534,-79.33041893,1220 Queen Street East,Toronto,+1 416-469-5225
196,Wynona,Italian,4.5,43.66706,-79.34454,819 Gerrard Street E,Toronto,+1 416-778-5171
209,Stelvio,Italian,4,43.65168,-79.40769,791 Dundas Street W,Toronto,
211,CANO Restaurant,Italian,4.5,43.67871,-79.44058,1108 St Clair Avenue W,Toronto,+1 416-901-3655
227,Ristorante Marzitelli,Italian,5,43.66702,-79.38121,555 Church Street,Toronto,+1 647-784-9656
229,7 Numbers Restaurant,Italian,4,43.7037199,-79.4137,516 Eglinton Avenue W,Toronto,+1 416-322-5183
234,Nove Trattoria,Italian,4,43.68674,-79.3937399,1406 Yonge St,Toronto,+1 647-345-5848
245,Levetto,Italian,4,43.64152,-79.4221,68 Sudbury Street,Toronto,+1 647-350-3933
251,Trattoria Taverniti,Italian,4,43.65511,-79.41348,591 College Street,Toronto,+1 416-537-0078
286,Napoli Centrale,Italian,4.5,43.6695182,-79.4129745,964 Bathurst Street,Toronto,+1 416-901-6791
292,Terrazza,Italian,4,43.6590509,-79.4223089,372 Harbord Street,Toronto,+1 647-343-3283
302,Portici,Italian,4,43.6726242,-79.3885437,6 Scollard Street,Toronto,+1 647-351-2235
307,La Palma,Italian,3.5,43.6512699,-79.41009,849 Dundas Street W,Toronto,+1 416-368-4567
318,Il Covo,Italian,4,43.65516592,-79.4133123,585 College Street,Toronto,+1 416-530-7585
324,Vicino Italian Kitchen,Italian,4.5,43.6590461,-79.3600043,146 Sumach St,Toronto,
330,Daddyo's Pasta & Salads,Italian,4,43.6645899,-79.40234,673 Spadina Avenue,Toronto,+1 416-598-5522
333,Annette Food Market,Italian,4,43.66254265,-79.47112799,240 Annette Street,Toronto,+1 416-519-4103
378,Terroni,Italian,3.5,43.6507999,-79.3756,57A Adelaide Street E,Toronto,+1 416-203-3093
382,The Cherie  Bistro,Italian,4,43.66512,-79.3808763,538 Church Street,Toronto,+1 416-968-1010
386,Jamie's Italian,Italian,3,43.72664615,-79.45305781,3401 Dufferin Street,Toronto,+1 416-238-7450
411,Ascari Enoteca,Italian,4,43.6619301,-79.3353424,1111 Queen Street E,Toronto,+1 416-792-4157
424,Cellar Door,Italian,4,43.6000214,-79.5076675,3003 Lake Shore Boulevard W,Toronto,+1 416-253-0303
437,Oretta,Italian,3.5,43.64392,-79.40163,633 King Street W,Toronto,+1 416-944-1932
460,Ardo Restaurant,Italian,4,43.65103,-79.36839,243 King Street E,Toronto,+1 647-347-8930
498,Terroni,Italian,3,43.68001128,-79.39051915,1095 Yonge Street,Toronto,+1 416-925-4020
504,Lucia,Italian,3.5,43.66494,-79.45418,1595 Dupont Street,Toronto,+1 416-901-4533
530,Fusaro's,Italian,4,43.65341,-79.36956,294 Richmond Street E,Toronto,+1 647-347-3309
535,Uncle Tony's,Italian,4,43.6486015,-79.3749695,38 Wellington Street E,Toronto,+1 416-868-9564
548,La Sala Restaurant,Italian,4,43.66974459,-79.30060722,1975a Queen Street E,Toronto,+1 416-694-0004
566,Sofia,Italian,3,43.67076,-79.39183,99 Yorkville Ave,Toronto,+1 416-479-8974
568,Kit Kat Italian Bar & Grill,Italian,4,43.64634,-79.3901,297 King Street W,Toronto,+1 416-977-4461
604,Quanto Basta,Italian,3.5,43.67874,-79.39051,1112 Yonge Street,Toronto,+1 416-962-3141
608,Casa Di Giorgios,Italian,4,43.6668499,-79.31518,1646 Queen St E,Toronto,+1 416-686-7066
610,Buono,Italian,4,43.64925,-79.39545,354 Queen Street W,Toronto,+1 416-205-1001
612,The Old Spaghetti Factory,Italian,3,43.6469106,-79.3743409,54 The Esplanade,Toronto,+1 416-864-9761
